#{"t_start": 1638379752.447189, "env_id": null}
r,l,t
59994.888073,330,1000.062632
59711.224973,330,1000.86124
59925.574685,328,1001.642888
59490.98906,329,1002.465986
59728.470791,329,1005.419788
59831.156801,329,1005.946703
59627.027822,329,1006.588905
63109.997432,331,1007.266205
61861.04379,327,1008.239414
59886.975978,331,1009.00061
59671.904755,329,1011.556942
59582.989941,329,1012.315798
59647.17179,329,1013.022059
62778.595778,329,1013.596951
56937.864906,329,1014.152094
59475.254698,329,1014.720168
62723.044165,329,1016.416117
62857.963206,329,1016.94132
62373.188427,331,1017.459748
59510.425695,329,1017.968617
59217.071238,327,1018.474804
59327.645771,333,1018.9885
60009.613903,333,1020.715497
59599.610002,331,1021.275825
62597.508908,331,1021.844229
59659.688702,330,1022.446774
61735.599356,325,1022.987089
63100.605517,330,1023.526423
62781.705349,331,1024.051322
59699.729464,330,1025.698033
57905.476634,326,1026.214541
59534.222548,329,1026.748522
59681.256414,330,1027.299696
62480.900793,333,1027.868422
59755.373965,328,1028.427867
59743.733128,330,1030.757202
59792.052178,329,1031.518565
59509.945046,332,1032.246183
59774.924062,330,1032.92921
59452.953517,329,1033.698444
59901.977313,329,1034.321594
59897.1832,335,1036.49907
59639.315967,331,1037.172632
59993.59291,331,1037.858809
59727.626242,329,1038.575359
59628.852869,332,1039.220027
59373.41226,333,1039.878932
62674.151976,329,1041.722688
59858.166208,330,1042.376953
59816.187861,330,1043.05128
62342.887667,329,1043.664311
59338.301954,331,1044.186216
62601.830921,329,1044.857464
59559.870846,333,1046.729714
56466.390084,331,1047.298968
59637.939206,330,1047.814761
58975.130101,327,1048.326756
59742.229364,330,1048.919037
59834.596688,330,1049.436936
59551.162371,330,1049.955184
62477.964293,330,1051.611573
62629.437943,329,1052.129261
59586.955724,329,1052.650983
59596.429574,329,1053.177201
59572.999716,329,1053.706174
59718.867139,331,1054.241394
59655.283217,329,1056.008932
57761.382363,329,1056.539875
59208.255738,336,1057.081136
59576.306586,329,1057.604922
61363.029566,326,1058.120214
60033.004321,330,1058.642906
59475.809343,330,1060.330186
59661.625169,330,1060.87715
59372.060276,329,1061.4288
59795.257405,329,1061.951645
59630.341874,327,1062.471042
59581.350897,329,1063.004036
62388.812082,332,1065.015496
59875.61751,332,1065.649136
59391.543726,333,1066.345072
59851.879543,325,1066.991006
58529.475555,329,1067.790347
59710.15701,328,1068.699867
62865.465501,329,1072.397761
62948.0312,329,1073.021133
62827.919914,333,1073.578479
59389.69207,329,1074.240737
59852.17991,329,1074.822867
60024.950007,331,1075.351099
59739.681593,329,1075.887743
61537.167214,329,1077.923025
59349.047946,329,1078.440965
59774.924062,329,1078.968078
59767.373579,331,1079.805519
59244.693792,332,1080.551696
59661.071959,329,1081.172026
59693.793892,326,1083.365001
59633.64192,331,1084.074746
59606.765614,329,1084.745473
59630.951766,332,1085.414304
59782.373594,329,1086.043464
59580.196007,330,1086.665198
59571.422114,330,1088.510691
62479.055555,334,1089.043077
59830.451684,329,1089.571788
59670.514496,329,1090.09988
59365.930818,330,1090.620564
59323.08126,330,1091.153541
62458.371992,331,1093.297502
59556.828155,330,1093.970724
61609.410504,325,1094.531739
59979.719125,330,1095.200907
59460.792469,329,1096.00496
59745.967092,330,1096.902311
59169.497519,329,1097.692656
59049.555807,333,1099.501217
59770.417252,331,1100.122132
62649.185406,323,1100.83699
59650.892237,329,1101.62754
62961.92117,331,1102.266236
59242.400966,327,1102.831451
59606.770569,329,1104.787389
59655.298171,334,1105.426598
59754.638988,330,1106.130822
62601.702812,329,1106.898974
59808.462707,329,1107.47183
62339.145246,329,1108.04059
59428.946494,329,1110.225944
59874.706813,330,1110.861789
59529.122521,330,1111.428775
59372.941072,331,1112.104455
62883.209688,331,1112.720434
62422.149575,329,1113.265025
59497.066608,330,1115.628461
62676.625006,332,1116.227383
59941.510737,330,1116.801685
59681.529387,329,1117.312874
56036.691306,329,1117.831345
59680.80005,329,1118.341857
59369.836505,331,1120.11549
59563.575822,331,1120.720575
59294.874301,329,1121.266023
62708.940628,329,1121.788851
59405.990704,334,1122.386544
59659.074705,329,1122.963645
62746.901988,330,1123.642058
59955.671824,330,1128.151477
58976.818544,326,1128.906008
62701.658284,334,1129.595972
62833.746721,330,1130.42815
59641.047035,330,1131.069298
59506.523376,334,1131.689482
62534.88234,332,1133.505757
59307.065791,331,1134.137541
62486.327362,333,1134.873615
59673.002891,330,1135.460565
59327.757543,331,1136.019262
59048.876577,328,1136.612186
62566.449133,329,1138.240523
59151.52622,329,1139.032512
60008.947791,330,1139.90485
59377.625676,328,1140.527081
59418.304968,329,1141.37058
59593.842038,330,1142.08726
59584.443337,330,1144.893431
59791.883116,329,1145.617244
62537.358676,332,1146.323616
59761.22521,329,1146.929303
59575.377081,333,1147.634541
59272.938263,326,1148.265208
59159.313236,331,1150.360115
59839.516688,331,1151.015805
59567.991049,330,1151.639729
59590.310782,329,1152.252457
59686.160116,329,1152.936548
59314.666204,333,1153.573517
59400.812854,329,1154.097424
58452.109866,325,1156.143962
59622.444868,329,1156.765236
59409.461887,329,1157.528437
59883.155295,330,1158.178617
59588.879012,330,1159.001948
58923.744741,328,1159.712045
59527.93529,329,1161.587817
59426.25352,331,1162.119988
59490.963511,329,1162.67102
59670.923868,329,1163.251271
58788.18753,328,1163.804362
59875.959292,333,1164.375291
59850.479822,329,1166.744217
59533.20269,329,1167.587046
62736.634498,329,1168.386016
62757.900375,329,1168.966111
59509.297882,330,1169.55951
59646.379567,330,1170.167095
59563.413107,324,1172.386624
59132.109671,328,1172.91579
58499.827473,326,1173.495265
62653.864343,331,1174.017215
62619.447427,329,1174.551654
62591.922039,329,1175.056573
59583.31289,329,1175.57323
59846.05677,332,1177.736166
62540.521513,330,1178.599446
59576.00701,329,1179.338142
62810.363729,332,1179.944028
62929.291421,329,1180.756942
62689.121892,331,1181.563342
59498.677559,330,1185.301011
59516.075846,331,1185.993461
59241.376391,331,1186.582817
59615.581312,333,1187.259765
58675.057467,326,1188.095032
57864.403209,325,1188.77549
59759.684321,329,1190.567154
62883.143712,331,1191.260835
60090.913825,332,1191.998749
55822.702186,327,1192.700629
59444.090352,330,1193.56385
59219.863899,330,1194.261009
59734.923484,329,1196.250427
59966.600116,330,1196.958899
59616.958718,329,1197.511298
62757.633028,330,1198.219395
59439.701838,334,1198.791086
60060.140766,330,1199.368878
59746.262864,331,1201.083074
59637.501273,330,1201.630138
59668.898397,330,1202.188241
59531.6884,330,1202.737988
62937.154617,330,1203.288477
59783.198118,330,1203.849215
60049.536917,331,1204.491343
59810.578095,332,1206.490151
59449.296522,328,1207.414289
62864.149195,326,1208.162075
60039.881023,330,1208.68115
59965.94252,330,1209.223922
62350.369788,329,1209.757679
59936.749108,330,1211.487136
59679.355374,329,1212.037956
59759.188418,330,1212.602801
59629.575261,330,1213.200548
55474.078107,328,1213.770061
59456.056054,331,1214.302959
59682.900049,330,1216.236586
59633.645881,329,1216.890638
59905.651072,330,1217.519592
59184.226562,329,1218.068821
59582.707579,330,1218.779692
59477.670944,330,1219.363265
62972.797753,329,1221.479144
59852.055483,330,1222.383527
59443.976594,331,1222.988856
59553.148397,329,1223.601801
59545.492755,329,1224.1738
59664.876572,332,1224.736485
59656.362975,329,1226.562863
59581.134664,332,1227.128595
59511.974088,329,1227.768233
59815.184122,330,1228.333785
59882.92594,331,1228.914576
62890.758935,329,1229.514357
59868.143992,329,1230.058525
59560.026684,329,1231.92678
62590.420445,328,1232.480156
59550.449689,329,1233.036038
59770.273601,330,1233.631618
59551.00778,328,1234.187181
59684.153971,330,1234.778355
59771.640662,329,1236.91581
59509.580422,329,1237.547412
59771.741693,329,1238.183565
59814.095057,330,1238.887792
59499.374418,329,1239.539134
62313.703594,329,1240.270487
59408.137797,327,1243.04868
58106.454425,329,1243.634339
62592.445624,329,1244.292046
62823.611874,330,1244.958734
62365.826373,330,1245.740191
59190.47574,329,1246.39433
59659.268952,329,1248.740336
59549.300466,330,1249.366695
59626.066027,330,1250.04504
59634.888528,329,1250.827009
62600.021516,330,1251.45883
61805.968879,328,1252.041362
59690.43947,329,1254.1519
62100.718709,329,1254.742819
59520.872307,333,1255.353659
59588.920053,330,1255.913032
59687.140574,327,1256.474102
62696.147185,329,1257.089164
62851.44751,330,1257.63395
61748.223783,329,1259.387297
59435.126195,334,1259.933738
59639.084783,329,1260.506015
59599.621577,329,1261.014886
59607.276315,330,1261.546015
59671.41938,329,1262.091277
59789.379986,329,1263.750479
59804.191709,329,1264.285242
59514.270447,330,1264.809544
62878.557911,329,1265.32681
59446.414893,331,1265.851357
59730.335588,330,1266.398272
59576.34217,330,1268.061135
59870.254483,331,1268.63047
59253.57737,333,1269.147214
59348.706259,329,1269.68428
58704.87123,330,1270.227258
59205.992713,330,1270.742147
59438.172081,332,1272.366715
59789.060847,329,1272.889207
62911.147173,329,1273.39489
59714.718158,330,1273.922545
58518.915968,329,1274.439225
62071.376496,334,1274.997137
59709.987949,329,1275.509205
62688.237711,329,1277.139035
59621.135243,329,1277.651858
59385.061983,329,1278.170697
59742.940053,329,1278.775206
59527.107263,331,1279.413994
59626.41609,329,1279.974854
59806.355098,330,1281.653834
59582.756578,329,1282.233763
59836.534155,330,1282.749542
59687.742476,331,1283.352566
59703.660796,329,1283.881422
59569.90962,330,1284.415152
59734.609477,330,1286.115967
59655.540085,329,1286.623437
62620.705222,329,1287.141017
59579.136868,328,1287.646927
62771.13818,329,1288.169765
59814.92464,332,1288.6784
58444.072727,328,1290.339608
59625.738183,330,1290.864403
62798.533557,329,1291.559984
59448.402249,330,1292.167677
59824.219846,329,1292.713733
56110.642072,324,1293.401136
59592.542346,329,1295.34041
59675.825159,329,1295.940865
62648.313222,329,1296.500122
62676.335773,328,1297.087753
59722.840835,329,1297.761331
59202.854296,330,1298.495382
59504.743412,330,1299.024038
59758.840307,330,1300.778672
59652.848583,331,1301.46438
59508.586907,331,1302.184138
60072.710617,330,1302.769809
59767.376044,329,1303.298534
59752.583399,330,1303.817551
62468.960577,330,1305.540942
59711.934852,331,1306.06239
62703.447828,330,1306.612254
62241.344625,330,1307.125447
59414.62963,329,1307.660857
59733.252196,331,1308.460142
59660.85551,330,1310.62962
59400.000151,330,1311.321454
59701.366279,330,1312.059916
59838.253467,331,1312.725376
59616.29489,331,1313.27837
59907.232449,331,1313.821889
59675.825159,329,1315.713454
59921.463008,330,1316.355151
62412.200286,328,1317.178151
62801.739203,332,1317.949468
59624.625311,330,1318.611459
59976.912276,333,1319.300897
59753.081007,329,1321.049328
59597.871213,330,1321.586639
59384.27439,331,1322.10125
59850.623473,329,1322.610803
58904.896066,327,1323.153638
59707.16568,329,1323.671407
59897.244613,329,1324.254523
62006.855936,331,1326.088515
59316.805888,329,1326.654562
62488.471971,333,1327.171818
59600.018041,329,1327.718397
59542.825577,331,1328.3632
62712.628713,329,1329.153379
58866.121587,331,1332.736056
59679.089276,329,1333.423567
59653.533596,331,1334.309905
59561.886021,329,1335.260283
59685.594162,332,1335.930165
59908.375499,330,1336.483374
59643.339062,329,1338.370647
59518.655496,330,1338.896353
59526.029811,332,1339.704025
62526.611237,328,1340.526494
59572.010847,329,1341.321136
59562.159382,330,1342.102679
59399.933658,331,1343.973443
59324.64309,329,1344.507729
59723.410756,330,1345.037061
59710.002748,329,1345.568421
59679.108559,335,1346.154
59745.841818,330,1346.662218
59292.771071,331,1348.320632
59609.583489,330,1348.836442
59868.954644,332,1349.360781
62611.59952,330,1349.875532
59513.501477,329,1350.388875
59679.229013,331,1351.009569
59608.948191,330,1351.702372
62347.950814,329,1353.968941
59090.372657,334,1354.692502
62290.272817,333,1355.440524
59602.728494,331,1356.161938
59787.348485,329,1356.897516
59037.640347,331,1357.584486
56387.280106,329,1359.655695
59591.004476,329,1360.316267
59634.60125,330,1360.994638
62312.453884,330,1361.801928
59714.684838,330,1362.666016
59461.884285,329,1363.296085
59640.799472,332,1365.041859
59720.476199,329,1365.616757
59742.866507,329,1366.182127
59326.339733,329,1366.70719
59262.087799,328,1367.268731
59570.181029,330,1367.893614
59704.240638,329,1369.993377
62528.149569,332,1370.517357
59616.448796,329,1371.137526
62672.056601,329,1371.742233
59836.534155,329,1372.290284
59648.924585,330,1372.849593
59677.497984,329,1374.977404
59443.905458,329,1375.624523
59568.400434,327,1376.283325
62421.898218,333,1376.899418
59640.668885,331,1377.415506
58788.14524,330,1378.022517
59666.016149,329,1378.826406
59545.05496,330,1380.970865
59246.579013,330,1381.669674
59767.373579,329,1382.4746
57830.332617,329,1383.066998
62436.791609,331,1383.831211
59196.849579,332,1384.425971
62598.9941,329,1387.012838
62093.951106,333,1387.710747
59558.523574,329,1388.548338
62766.601806,329,1389.21207
59850.93595,331,1389.987813
59994.421364,330,1390.710316
59731.705033,331,1392.849824
59491.938971,329,1393.55987
59585.158564,329,1394.41731
62781.352149,332,1395.172979
59471.928454,331,1396.035585
59596.134679,329,1396.754665
59689.961944,329,1401.633935
59633.751216,329,1402.239526
59592.308997,330,1403.005782
59847.410738,329,1403.652953
62744.503842,330,1404.497548
62453.585997,333,1405.300938
60063.435527,330,1405.915066
62604.963207,330,1408.023659
62148.677508,331,1408.903401
59666.459289,332,1409.525198
62225.806512,329,1410.18451
59673.865411,329,1410.846587
62352.58276,332,1411.374592
59739.568229,332,1414.090208
62569.931807,329,1414.828703
59824.367508,330,1415.536776
59689.886656,331,1416.266849
59575.964865,327,1416.889619
62588.778318,329,1417.477445
62536.059646,329,1420.325575
62568.103532,329,1420.870176
59388.556111,332,1421.432341
59756.640647,329,1422.060675
59705.841239,329,1422.667037
59502.265944,329,1423.240231
59562.689349,331,1426.387522
58421.940902,329,1427.041189
59222.483452,330,1427.602779
62859.38303,329,1428.562139
59771.843114,332,1429.334636
62651.450896,329,1430.187495
59838.144525,330,1433.426607
62399.344587,330,1434.003911
59571.402517,324,1434.606702
62717.487774,329,1435.380071
59472.381542,330,1436.074724
59404.753461,330,1436.640784
62990.464412,329,1437.170406
59070.830099,333,1439.958814
59310.048889,330,1440.621897
59116.83157,329,1441.265856
62213.669021,328,1441.886283
58954.403848,331,1442.545237
59723.368698,330,1443.403383
59654.863849,329,1445.943093
59821.940153,333,1446.545593
59899.943912,330,1447.136587
58168.100263,330,1447.749756
59712.30455,330,1448.386999
59556.693436,331,1448.981747
59727.451316,330,1451.232048
59810.915328,335,1451.860366
59434.212948,329,1452.448798
62335.496665,330,1453.173282
59407.284158,329,1453.777351
59287.25687,331,1454.442907
59653.227841,331,1456.86649
58994.277678,331,1457.561149
59369.566884,332,1458.270835
59550.497601,330,1459.089652
59800.895776,330,1459.875368
62286.647467,330,1460.469738
62496.050414,329,1462.836803
59518.38959,333,1463.710672
59685.529764,329,1464.32035
59787.089004,329,1464.870968
62933.129525,332,1465.563139
59514.736146,329,1466.266111
62563.349408,329,1467.012009
59909.265227,332,1470.314151
59395.869736,330,1470.978256
59449.293317,331,1471.708682
58195.303638,330,1472.356181
59308.933936,330,1473.105124
58896.715699,330,1473.762314
60027.726551,331,1476.359409
59617.781455,333,1476.925428
59759.869291,330,1477.452957
59725.738392,330,1477.963583
59437.353221,329,1478.492184
59268.21056,332,1479.023142
59496.280019,332,1481.285313
59546.689528,330,1481.876967
62881.932201,329,1482.422363
62216.472753,330,1482.963208
59321.714213,330,1483.487412
59839.794838,330,1483.995725
59693.239028,329,1485.594862
58962.35136,331,1486.238141
59704.540546,329,1486.779706
59136.118489,332,1487.345427
62302.242042,329,1488.18713
59687.304861,330,1488.95035
59833.969625,329,1491.984503
59707.957065,329,1492.767893
59488.025412,330,1493.485957
59498.714892,332,1494.218857
62920.845511,330,1494.951182
57120.264679,326,1495.526736
59592.521351,330,1496.211541
62484.523869,329,1498.861572
59475.943846,329,1499.682924
60042.4985,331,1500.36295
59832.027345,331,1500.976194
59629.361831,332,1501.536164
61680.865609,325,1502.088754
59844.397351,329,1504.417407
60647.456533,323,1505.1767
59642.275453,330,1505.823043
59468.149013,329,1506.381139
62815.273671,329,1506.895722
62684.715943,333,1507.423116
59680.540569,329,1509.045866
62528.571979,329,1509.612453
59245.074781,331,1510.18286
59801.437803,329,1510.736927
59603.716145,327,1511.590997
59675.566452,330,1512.430013
59805.972434,330,1514.656885
59879.020575,331,1515.206327
57738.125568,331,1515.735459
59806.18722,329,1516.274478
62776.772542,329,1516.839199
62817.948874,329,1517.384953
59864.369792,329,1519.050735
59640.143893,329,1519.663764
59183.655739,332,1520.363386
59813.330737,330,1520.991611
59277.547329,330,1521.618499
62562.897763,332,1522.191784
59557.222027,330,1522.761741
62475.82761,331,1524.627175
59508.301309,330,1525.212538
59698.074282,329,1525.865353
59203.420674,332,1526.58378
59532.451082,329,1527.173813
59284.230598,330,1527.768504
62837.023423,329,1530.082399
59591.111884,331,1530.644549
59877.363418,330,1531.273252
59718.567646,329,1531.989356
59669.017394,330,1532.587548
59423.080592,333,1533.136663
59535.412224,329,1536.083808
59560.646483,330,1536.704618
59650.485144,329,1537.247924
59291.243053,334,1538.046872
59866.846082,330,1538.838138
62771.309502,332,1539.599907
59214.449076,329,1543.26457
59596.004781,331,1544.561154
59534.589333,332,1545.443927
59590.677235,333,1546.717426
59718.097489,328,1547.380387
59443.626875,333,1548.454528
59679.632593,331,1553.831367
59624.706415,330,1554.497675
59471.159178,330,1555.164203
59969.69131,330,1555.741912
62675.525986,329,1556.403898
59223.730152,331,1557.068485
59711.845957,329,1557.631871
59345.734855,330,1559.750828
59744.874717,330,1560.432612
59322.650296,330,1561.028608
59565.13505,331,1561.662331
59776.6643,329,1562.247193
59372.405972,329,1563.022608
59344.129239,333,1565.317957
59826.484229,330,1565.841647
62285.146688,333,1566.485435
59750.492279,329,1567.132413
62762.027191,329,1567.842309
58957.266209,329,1568.505476
59805.875098,330,1570.380661
59563.047055,330,1570.986546
63117.317767,331,1571.510507
59805.910809,329,1572.104793
59807.404444,325,1572.706733
57818.131673,329,1573.308262
59526.705177,329,1575.29517
59301.186502,328,1575.83492
59558.143353,331,1576.347883
59466.338144,329,1576.861403
59707.956309,333,1577.372462
59702.079419,330,1577.905202
62978.710565,330,1579.689814
59856.849595,329,1580.201275
62623.533731,331,1580.757535
59756.429356,330,1581.38904
62859.239379,330,1582.040924
59750.739094,330,1582.568824
62201.954831,330,1583.100702
59560.762313,330,1584.705567
59770.664068,329,1585.22648
59982.651378,330,1585.755888
59901.808623,330,1586.27772
59478.297086,329,1586.787518
62726.00426,329,1587.302029
59429.800273,331,1589.09274
62488.907942,330,1589.704567
59621.221458,331,1590.216608
59813.299748,330,1590.717731
59615.685883,330,1591.421691
59564.320654,329,1592.071449
62801.680255,329,1594.088775
59703.869396,329,1594.733999
58808.639518,327,1595.502499
59220.933867,330,1596.229263
59531.279213,330,1596.786771
59947.735116,330,1597.326787
59622.425637,329,1599.130844
58609.479526,329,1599.656873
63021.131544,330,1600.164988
62446.088862,330,1600.672364
62877.377201,329,1601.184939
60001.461343,331,1601.704941
59677.544472,329,1602.234867
62786.96223,326,1604.199206
58824.936235,331,1604.71331
59707.581796,330,1605.31677
60260.782972,331,1605.935467
59264.400808,329,1606.518522
59640.436491,329,1607.091707
59825.944875,330,1609.302639
62994.843459,329,1609.866409
59694.198933,332,1610.528178
59040.796149,334,1611.051658
63046.468947,330,1611.737689
59545.299758,328,1612.286527
59644.550285,329,1613.929384
59650.354159,329,1614.449317
59214.854581,330,1615.012578
59512.628856,333,1615.60426
59603.358322,329,1616.212834
59825.596763,331,1616.896333
59979.862776,330,1618.769593
62680.482919,330,1619.287054
59804.253122,330,1619.835333
59383.891675,329,1620.382045
62527.766249,327,1620.887552
59011.153595,329,1621.486303
58685.869688,327,1624.3394
59770.12995,330,1625.066726
59930.501565,330,1625.649268
62853.594214,333,1626.206341
59694.94628,329,1626.790061
59727.33786,329,1627.394862
59677.7183,329,1627.907117
63017.504489,329,1629.810063
59604.41933,330,1630.397159
59553.284292,329,1631.046862
59574.813672,330,1631.733615
62680.594789,329,1632.314044
59447.02013,326,1632.840949
59196.707541,325,1635.222539
59269.229357,332,1635.783869
59615.351832,329,1636.428206
59516.939959,328,1636.948545
59788.582426,329,1637.516032
59695.345208,331,1638.028496
59610.169467,329,1639.877054
59102.392272,328,1640.548514
59564.369475,330,1641.183441
59821.935669,333,1641.926526
59698.290756,330,1642.575934
59773.179809,329,1643.191189
62846.714811,332,1646.057221
59439.409655,329,1646.710229
59364.703099,329,1647.274236
59629.454749,327,1647.813166
59335.205074,329,1648.334611
59742.229364,329,1648.953062
59951.89463,330,1651.082912
62504.689538,329,1651.761605
59436.470043,331,1652.698183
59779.216556,331,1653.25387
62772.412609,329,1653.80646
58225.403118,331,1654.374214
59887.951439,330,1654.975003
59383.625915,330,1656.699072
59517.72515,329,1657.359233
59709.886918,330,1658.13553
62940.816209,329,1658.982057
59655.13314,330,1659.767118
59616.339106,330,1660.549676
59746.12912,330,1662.636429
59293.510498,330,1663.224022
59558.402686,331,1663.850809
59897.680307,330,1664.666466
59232.49258,332,1665.60458
59747.088425,329,1666.511989
62129.465711,333,1669.463243
59737.848916,329,1670.136405
62747.005745,330,1670.766538
59566.105497,332,1671.360233
59733.251101,324,1671.896718
59764.30696,329,1672.461943
62692.712684,330,1674.13975
59603.129883,329,1674.675213
59687.203831,329,1675.211726
59725.633703,329,1675.738436
59807.097917,330,1676.288073
59376.744244,329,1676.812626
62779.81952,329,1677.33478
62955.838699,329,1679.00046
59577.825861,332,1679.529288
59335.122819,329,1680.088487
59785.738555,330,1680.637199
59713.987584,329,1681.147368
59393.626103,332,1681.693037
59662.891136,332,1683.653104
59565.897334,331,1684.243823
62282.282986,332,1684.782411
59308.807137,328,1685.314862
58894.058005,327,1685.881758
59349.069633,331,1686.408817
59672.317544,330,1688.388906
62510.603417,333,1688.986211
59526.514204,330,1689.752726
59745.868472,335,1690.55373
59612.991736,329,1691.253795
59588.345557,331,1691.898529
59806.541927,332,1693.654569
61067.463136,326,1694.176084
59405.633124,330,1694.693188
62421.050555,332,1695.230306
59404.170748,329,1695.747571
59569.654386,330,1696.290745
59946.379083,330,1697.944192
59950.682109,331,1698.665556
63017.611383,331,1699.337928
62503.609883,330,1699.953208
61656.197372,329,1700.493056
62020.485158,328,1701.032256
59618.97709,330,1701.559545
59877.606835,330,1703.20101
60087.888449,331,1703.739798
61024.321071,326,1704.265955
59825.801223,329,1704.796345
59662.254046,331,1705.468546
62577.260584,331,1706.105572
59685.560358,329,1708.027392
59405.343411,332,1708.574697
62244.85165,331,1709.103526
59646.701164,329,1709.628874
59833.867307,330,1710.142895
59661.552845,329,1710.688345
59525.012388,329,1713.297803
62793.878472,330,1713.986564
59043.594029,328,1714.668196
59497.491378,329,1715.35245
59609.154532,333,1716.068919
59294.419393,330,1716.721373
62491.736909,329,1718.794553
62680.024479,333,1719.353566
61976.186072,330,1719.919066
59973.636654,330,1720.598572
59415.16594,329,1721.234249
59205.473656,330,1722.033919
59245.620178,330,1723.723129
62758.520174,330,1724.248375
59598.452155,329,1724.766606
59536.011054,331,1725.292707
59657.023455,330,1725.810493
59768.923617,329,1726.320912
62954.938807,331,1726.838803
62494.744761,332,1728.962265
59509.628354,331,1729.540401
60999.36606,329,1730.060647
62452.765034,329,1730.571114
59444.657721,330,1731.128811
59827.933965,334,1731.646883
59553.372014,331,1733.267664
59620.935244,331,1733.794961
59753.574029,329,1734.315226
59850.812849,329,1734.853745
59734.050445,329,1735.458852
59988.411175,331,1736.112446
59630.913286,330,1738.236523
62736.558408,329,1739.157384
62362.944783,332,1739.928905
62503.675237,327,1740.79985
62861.742509,329,1741.661283
61999.174506,332,1742.824721
62671.097878,333,1750.659919
59873.664998,329,1751.4755
57389.77498,327,1752.372021
62824.780728,329,1753.251649
62798.658107,329,1754.094291
58593.113367,332,1754.818949
